View,Clip_ID,Total_Skeletons,Total_Frames,Diff,Start_Frame_ID,End_Frame_ID,Missing_start,Missing_end,Missing%,
view_1,a02_s06_e04,25,25,0,516,540,,,0,
view_1,a02_s06_e05,27,27,0,650,676,,,0,
view_1,a02_s07_e00,34,34,0,34,67,,,0,
view_1,a02_s07_e01,38,38,0,205,242,,,0,
view_1,a02_s07_e02,35,35,0,385,419,,,0,
view_1,a02_s07_e03,53,53,0,571,623,,,0,
view_1,a02_s07_e04,45,45,0,762,806,,,0,
view_1,a02_s07_e05,39,39,0,925,963,,,0,
view_1,a02_s08_e00,27,27,0,40,66,,,0,
view_1,a02_s08_e01,21,21,0,180,200,,,0,
view_1,a02_s08_e02,35,35,0,510,544,,,0,
view_1,a02_s08_e03,56,56,0,695,750,,,0,
view_1,a02_s08_e04,51,51,0,880,930,,,0,
view_1,a02_s09_e00,55,55,0,74,128,,,0,
view_1,a02_s09_e01,38,38,0,329,366,,,0,
view_1,a02_s09_e02,60,60,0,688,747,,,0,
view_1,a02_s09_e03,45,45,0,962,1006,,,0,
view_1,a02_s10_e00,50,50,0,36,85,,,0,
view_1,a02_s10_e01,81,81,0,250,330,,,0,
view_1,a02_s10_e02,51,51,0,480,530,480,480,1.960784314,
view_1,a02_s10_e03,71,71,0,680,750,,,0,
view_1,a02_s10_e04,36,36,0,905,940,,,0,
view_1,a02_s10_e05,51,51,0,1130,1180,,,0,
view_1,a03_s01_e00,106,106,0,100,205,,,0,
view_1,a03_s01_e01,131,131,0,310,440,,,0,
view_1,a03_s01_e02,99,99,0,502,600,,,0,
view_1,a03_s01_e03,113,113,0,650,762,,,0,
view_1,a03_s01_e04,69,69,0,830,898,,,0,
view_1,a03_s02_e00,31,31,0,147,177,,,0,
view_1,a03_s02_e01,28,28,0,260,287,,,0,
view_1,a03_s02_e02,26,26,0,393,418,,,0,
view_1,a03_s02_e03,50,50,0,521,570,,,0,
view_1,a03_s02_e04,33,33,0,631,663,,,0,
view_1,a03_s03_e00,37,37,0,45,81,,,0,
view_1,a03_s03_e01,33,33,0,202,234,,,0,
view_1,a03_s03_e02,62,62,0,310,371,,,0,
view_1,a03_s03_e03,36,36,0,475,510,,,0,
view_1,a03_s03_e04,42,42,0,622,663,,,0,
view_1,a03_s03_e05,30,30,0,756,785,,,0,
view_1,a03_s04_e00,36,36,0,75,110,,,0,
view_1,a03_s04_e01,39,39,0,137,175,,,0,
view_1,a03_s04_e02,46,46,0,315,360,,,0,
view_1,a03_s04_e03,47,47,0,536,582,,,0,
view_1,a03_s04_e04,36,36,0,610,645,,,0,
view_1,a03_s05_e00,63,63,0,228,290,,,0,
view_1,a03_s05_e01,56,56,0,460,515,,,0,
view_1,a03_s05_e02,85,85,0,566,650,,,0,
view_1,a03_s05_e03,31,31,0,780,810,,,0,
view_1,a03_s06_e00,28,28,0,43,70,,,0,
view_1,a03_s06_e01,N/A,N/A,N/A,N/A,N/A,,,N/A,
view_1,a03_s06_e02,23,23,0,189,211,,,0,
view_1,a03_s06_e03,25,25,0,284,308,,,0,
view_1,a03_s06_e04,24,24,0,376,399,,,0,
view_1,a03_s07_e00,52,52,0,18,69,18,46,55.76923077,
view_1,a03_s07_e01,18,18,0,209,226,,,0,
view_1,a03_s07_e02,29,29,0,381,409,381,400,68.96551724,
view_1,a03_s07_e03,62,62,0,640,701,,,0,
view_1,a03_s07_e04,28,28,0,871,898,,,0,
view_1,a03_s08_e00,42,42,0,49,90,,,0,
view_1,a03_s08_e01,55,55,0,378,432,,,0,
view_1,a03_s08_e02,61,61,0,570,630,,,0,
view_1,a03_s08_e03,33,33,0,780,812,780,780,3.03030303,
view_1,a03_s08_e04,31,31,0,900,930,,,0,
view_1,a03_s08_e05,51,51,0,1070,1120,,,0,
view_1,a03_s08_e06,25,25,0,1230,1254,,,0,
view_1,a03_s09_e00,22,22,0,147,168,,,0,
view_1,a03_s09_e01,6,6,0,379,384,,,0,
view_1,a03_s09_e02,19,19,0,550,568,,,0,
view_1,a03_s09_e03,29,29,0,725,753,,,0,
view_1,a03_s09_e04,38,38,0,1251,1288,,,0,
view_1,a03_s10_e00,52,52,0,65,116,,,0,
view_1,a03_s10_e01,31,31,0,180,210,,,0,
view_1,a03_s10_e02,60,60,0,516,575,,,0,
view_1,a03_s10_e03,43,43,0,756,798,,,0,
view_1,a03_s10_e04,165,165,0,866,1030,,,0,
view_1,a04_s01_e00,141,141,0,22,162,,,0,
view_1,a04_s01_e01,107,107,0,300,406,335,356,20.56074766,mid
view_1,a04_s01_e02,44,44,0,423,466,,,0,
view_1,a04_s01_e03,84,84,0,497,580,,,0,
view_1,a04_s01_e04,120,120,0,581,700,,,0,
view_1,a04_s01_e05,50,50,0,726,775,,,0,
view_1,a04_s02_e00,25,25,0,66,90,,,0,
view_1,a04_s02_e01,48,48,0,116,163,,,0,
view_1,a04_s02_e02,120,120,0,327,446,,,0,
view_1,a04_s02_e03,51,51,0,509,559,,,0,
view_1,a04_s02_e04,28,28,0,637,664,,,0,
view_1,a04_s02_e05,57,57,0,911,967,,,0,
view_1,a04_s03_e00,33,33,0,44,76,,,0,
view_1,a04_s03_e01,33,33,0,122,154,,,0,
view_1,a04_s03_e02,97,97,0,351,447,,,0,
view_1,a04_s03_e03,76,76,0,526,601,,,0,
view_1,a04_s03_e04,51,51,0,620,670,,,0,
view_1,a04_s03_e05,44,44,0,750,793,,,0,
view_1,a04_s04_e00,30,30,0,32,61,,,0,
view_1,a04_s04_e01,26,26,0,68,93,,,0,
view_1,a04_s04_e02,46,46,0,103,148,,,0,
view_1,a04_s04_e03,31,31,0,265,295,,,0,
view_1,a04_s04_e04,38,38,0,300,337,,,0,
view_1,a04_s04_e05,34,34,0,346,379,,,0,
view_1,a04_s04_e06,28,28,0,385,412,,,0,
view_1,a04_s04_e07,37,37,0,446,482,,,0,
view_1,a04_s04_e08,36,36,0,491,526,,,0,
view_1,a04_s04_e09,36,36,0,535,570,,,0,
view_1,a04_s04_e10,22,22,0,579,600,,,0,
view_1,a04_s05_e00,83,83,0,50,132,,,0,
view_1,a04_s05_e01,40,40,0,211,250,,,0,
view_1,a04_s05_e02,75,75,0,261,335,,,0,
view_1,a04_s05_e03,31,31,0,395,425,,,0,
view_1,a04_s05_e04,49,49,0,450,498,,,0,
view_1,a04_s05_e05,56,56,0,560,615,,,0,
view_1,a04_s05_e06,31,31,0,630,660,,,0,
view_1,a04_s05_e07,41,41,0,725,765,725,725,2.43902439,
view_1,a04_s05_e08,28,28,0,795,822,,,0,
view_1,a04_s05_e09,38,38,0,868,905,,,0,
view_1,a04_s06_e00,67,67,0,39,105,,,0,
view_1,a04_s06_e01,35,35,0,114,148,,,0,
view_1,a04_s06_e02,120,120,0,231,350,,,0,
view_1,a04_s06_e03,161,161,0,410,570,,,0,
view_1,a04_s06_e04,23,23,0,698,720,,,0,
view_1,a04_s07_e00,117,117,0,31,147,,,0,
view_1,a04_s07_e01,97,97,0,233,329,,,0,
view_1,a04_s07_e02,78,78,0,387,464,,,0,
view_1,a04_s07_e03,109,109,0,544,652,,,0,
view_1,a04_s07_e04,89,89,0,736,824,,,0,
view_1,a04_s08_e00,86,86,0,35,120,,,0,
view_1,a04_s08_e01,79,79,0,162,240,239,240,2.53164557,
view_1,a04_s08_e02,97,97,0,330,426,,,0,
view_1,a04_s08_e03,79,79,0,474,552,,,0,
view_1,a04_s08_e04,71,71,0,630,700,,,0,
view_1,a04_s09_e00,112,112,0,176,287,,,0,
view_1,a04_s09_e01,79,79,0,440,518,,,0,
view_1,a04_s09_e02,68,68,0,589,656,,,0,
view_1,a04_s09_e03,43,43,0,833,875,,,0,
view_1,a04_s09_e04,54,54,0,979,1032,,,0,
view_1,a04_s10_e00,12,12,0,190,201,,,0,
view_1,a04_s10_e01,30,30,0,246,275,,,0,
view_1,a04_s10_e02,35,35,0,322,356,,,0,
view_1,a04_s10_e03,20,20,0,430,449,,,0,
view_1,a04_s10_e04,21,21,0,505,525,,,0,
view_1,a05_s01_e00,24,24,0,27,50,,,0,
view_1,a05_s01_e01,21,21,0,185,205,,,0,
view_1,a05_s01_e02,26,26,0,300,325,,,0,
view_1,a05_s01_e03,31,31,0,400,430,,,0,
view_1,a05_s01_e04,26,26,0,500,525,,,0,
view_1,a05_s02_e00,40,40,0,36,75,,,0,
view_1,a05_s02_e01,17,17,0,152,168,,,0,
view_1,a05_s02_e02,19,19,0,258,276,,,0,
view_1,a05_s02_e03,26,26,0,356,381,,,0,
view_1,a05_s02_e04,21,21,0,451,471,,,0,
view_1,a05_s03_e00,46,46,0,115,160,,,0,
view_1,a05_s03_e01,54,54,0,240,293,,,0,
view_1,a05_s03_e02,40,40,0,381,420,,,0,
view_1,a05_s03_e03,26,26,0,495,520,,,0,
view_1,a05_s03_e04,20,20,0,591,610,,,0,
view_1,a05_s04_e00,49,49,0,52,100,,,0,
view_1,a05_s04_e01,30,30,0,179,208,,,0,
view_1,a05_s04_e02,26,26,0,305,330,,,0,
view_1,a05_s04_e03,27,27,0,435,461,,,0,
view_1,a05_s04_e04,27,27,0,555,581,,,0,
view_1,a05_s05_e00,65,65,0,61,125,,,0,
view_1,a05_s05_e01,31,31,0,230,260,,,0,
view_1,a05_s05_e02,21,21,0,350,370,,,0,
view_1,a05_s05_e03,21,21,0,450,470,,,0,
view_1,a05_s05_e04,26,26,0,540,565,,,0,
view_1,a05_s06_e00,39,39,0,42,80,,,0,
view_1,a05_s06_e01,18,18,0,152,169,,,0,
view_1,a05_s06_e02,19,19,0,256,274,,,0,
view_1,a05_s06_e03,19,19,0,442,460,,,0,
view_1,a05_s07_e00,19,19,0,87,105,87,105,100,
view_1,a05_s07_e01,35,35,0,238,272,,,0,
view_1,a05_s07_e02,21,21,0,444,464,,,0,
view_1,a05_s07_e03,34,34,0,656,689,,,0,
view_1,a05_s07_e04,20,20,0,833,852,,,0,
view_1,a05_s08_e00,31,31,0,60,90,,,0,
view_1,a05_s08_e01,35,35,0,200,234,,,0,
view_1,a05_s08_e02,13,13,0,329,341,,,0,
view_1,a05_s08_e03,29,29,0,562,590,,,0,
view_1,a05_s08_e04,19,19,0,780,798,,,0,
view_1,a05_s08_e05,31,31,0,970,1000,,,0,
view_1,a05_s09_e00,20,20,0,232,251,,,0,
view_1,a05_s09_e01,33,33,0,431,463,,,0,
view_1,a05_s09_e02,22,22,0,614,635,,,0,
view_1,a05_s09_e03,38,38,0,793,830,,,0,
view_1,a05_s09_e04,39,39,0,977,1015,,,0,
view_1,a05_s10_e00,59,59,0,60,118,,,0,
view_1,a05_s10_e01,36,36,0,405,440,,,0,
view_1,a05_s10_e02,28,28,0,558,585,,,0,
view_1,a05_s10_e03,46,46,0,758,803,,,0,
view_1,a05_s10_e04,29,29,0,930,958,,,0,
view_1,a05_s10_e05,48,48,0,1148,1195,,,0,
view_1,a06_s01_e00,32,32,0,51,82,,,0,
view_1,a06_s01_e01,26,26,0,206,231,,,0,
view_1,a06_s01_e02,30,30,0,326,355,,,0,
view_1,a06_s01_e03,26,26,0,431,456,,,0,
view_1,a06_s01_e04,30,30,0,526,555,,,0,
view_1,a06_s02_e00,34,34,0,76,109,,,0,
view_1,a06_s02_e01,38,38,0,169,206,,,0,
view_1,a06_s02_e02,30,30,0,278,307,,,0,
view_1,a06_s02_e03,21,21,0,382,402,,,0,
view_1,a06_s02_e04,32,32,0,472,503,,,0,
view_1,a06_s03_e00,35,35,0,161,195,,,0,
view_1,a06_s03_e01,31,31,0,310,340,,,0,
view_1,a06_s03_e02,70,70,0,421,490,,,0,
view_1,a06_s03_e03,40,40,0,521,560,,,0,
view_1,a06_s03_e04,30,30,0,611,640,,,0,
view_1,a06_s04_e00,49,49,0,101,149,,,0,
view_1,a06_s04_e01,31,31,0,236,266,,,0,
view_1,a06_s04_e02,25,25,0,363,387,,,0,
view_1,a06_s04_e03,19,19,0,502,520,,,0,
view_1,a06_s04_e04,29,29,0,602,630,,,0,
view_1,a06_s05_e00,30,30,0,126,155,,,0,
view_1,a06_s05_e01,20,20,0,261,280,,,0,
view_1,a06_s05_e02,21,21,0,371,391,,,0,
view_1,a06_s05_e03,18,18,0,471,488,,,0,
view_1,a06_s05_e04,15,15,0,566,580,,,0,
view_1,a06_s06_e00,27,27,0,81,107,,,0,
view_1,a06_s06_e01,20,20,0,170,189,,,0,
view_1,a06_s06_e02,21,21,0,275,295,,,0,
view_1,a06_s06_e03,28,28,0,362,389,,,0,
view_1,a06_s06_e04,30,30,0,461,490,,,0,
view_1,a06_s07_e00,20,20,0,106,125,,,0,
view_1,a06_s07_e01,29,29,0,271,299,,,0,
view_1,a06_s07_e02,41,41,0,465,505,,,0,
view_1,a06_s07_e03,32,32,0,690,721,,,0,
view_1,a06_s07_e04,38,38,0,853,890,,,0,
view_1,a06_s08_e00,15,15,0,100,114,,,0,
view_1,a06_s08_e01,17,17,0,253,269,,,0,
view_1,a06_s08_e02,20,20,0,345,364,,,0,
view_1,a06_s08_e03,24,24,0,610,633,,,0,
view_1,a06_s08_e04,17,17,0,825,841,,,0,
view_1,a06_s08_e05,19,19,0,1042,1060,,,0,
view_1,a06_s09_e00,82,82,0,252,333,,,0,
view_1,a06_s09_e01,69,69,0,464,532,,,0,
view_1,a06_s09_e02,50,50,0,636,685,,,0,
view_1,a06_s09_e03,44,44,0,831,874,,,0,
view_1,a06_s09_e04,35,35,0,1016,1050,,,0,
view_1,a06_s10_e00,35,35,0,119,153,,,0,
view_1,a06_s10_e01,30,30,0,441,470,,,0,
view_1,a06_s10_e02,35,35,0,586,620,,,0,
view_1,a06_s10_e03,37,37,0,804,840,,,0,
view_1,a06_s10_e04,42,42,0,959,1000,,,0,
view_1,a06_s10_e05,20,20,0,1196,1215,,,0,
view_1,a08_s01_e00,111,111,0,60,170,,,0,
view_1,a08_s01_e01,81,81,0,270,350,,,0,
view_1,a08_s01_e02,84,84,0,457,540,,,0,
view_1,a08_s01_e03,130,130,0,671,800,,,0,
view_1,a08_s01_e04,141,141,0,910,1050,,,0,
view_1,a08_s02_e00,116,116,0,43,158,,,0,
view_1,a08_s02_e01,106,106,0,266,371,,,0,
view_1,a08_s02_e02,163,163,0,468,630,,,0,
view_1,a08_s02_e03,100,100,0,720,819,,,0,
view_1,a08_s02_e04,106,106,0,919,1024,,,0,
view_1,a08_s03_e00,84,84,0,158,241,,,0,
view_1,a08_s03_e01,86,86,0,395,480,,,0,
view_1,a08_s03_e02,83,83,0,550,632,,,0,
view_1,a08_s03_e03,157,157,0,700,856,,,0,
view_1,a08_s03_e04,51,51,0,950,1000,,,0,
view_1,a08_s04_e00,99,99,0,52,150,,,0,
view_1,a08_s04_e01,109,109,0,289,397,,,0,
view_1,a08_s04_e02,124,124,0,547,670,,,0,
view_1,a08_s04_e03,125,125,0,817,941,,,0,
view_1,a08_s04_e04,146,146,0,1058,1203,,,0,
view_1,a08_s05_e00,110,110,0,181,290,,,0,
view_1,a08_s05_e01,135,135,0,351,485,,,0,
view_1,a08_s05_e02,73,73,0,573,645,,,0,
view_1,a08_s05_e03,90,90,0,741,830,,,0,
view_1,a08_s05_e04,80,80,0,891,970,,,0,
view_1,a08_s05_e05,54,54,0,1071,1124,,,0,
view_1,a08_s06_e00,103,103,0,83,185,,,0,
view_1,a08_s06_e01,152,152,0,345,496,,,0,
view_1,a08_s06_e02,90,90,0,746,835,,,0,
view_1,a08_s06_e03,175,175,0,900,1074,,,0,
view_1,a08_s07_e00,72,72,0,102,173,,,0,
view_1,a08_s07_e01,155,155,0,378,532,,,0,
view_1,a08_s07_e02,95,95,0,729,823,,,0,
view_1,a08_s07_e03,86,86,0,1140,1225,,,0,
view_1,a08_s08_e00,56,56,0,45,100,,,0,
view_1,a08_s08_e01,90,90,0,364,453,,,0,
view_1,a08_s08_e02,61,61,0,710,770,,,0,
view_1,a08_s08_e03,82,82,0,1039,1120,,,0,
view_1,a08_s08_e04,92,92,0,1365,1456,,,0,
view_1,a08_s09_e00,120,120,0,74,193,,,0,
view_1,a08_s09_e01,153,153,0,454,606,,,0,
view_1,a08_s09_e02,148,148,0,884,1031,,,0,
view_1,a08_s09_e03,125,125,0,1293,1417,,,0,
view_1,a08_s09_e04,88,88,0,1665,1752,,,0,
view_1,a08_s10_e00,91,91,0,420,510,,,0,
view_1,a08_s10_e01,100,100,0,711,810,,,0,
view_1,a08_s10_e02,102,102,0,1073,1174,,,0,
view_1,a08_s10_e03,70,70,0,1391,1460,,,0,
view_1,a08_s10_e04,123,123,0,1636,1758,,,0,
view_1,a09_s01_e00,97,97,0,171,267,,,0,
view_1,a09_s01_e01,106,106,0,351,456,,,0,
view_1,a09_s01_e02,130,130,0,541,670,,,0,
view_1,a09_s01_e03,100,100,0,801,900,,,0,
view_1,a09_s01_e04,50,50,0,1051,1100,,,0,
view_1,a09_s02_e00,40,40,0,159,198,,,0,
view_1,a09_s02_e01,67,67,0,372,438,,,0,
view_1,a09_s02_e02,54,54,0,631,684,,,0,
view_1,a09_s02_e03,66,66,0,820,885,,,0,
view_1,a09_s02_e04,84,84,0,1025,1108,,,0,
view_1,a09_s03_e00,105,105,0,242,346,,,0,
view_1,a09_s03_e01,61,61,0,481,541,,,0,
view_1,a09_s03_e02,48,48,0,633,680,,,0,
view_1,a09_s03_e03,49,49,0,857,905,,,0,
view_1,a09_s03_e04,75,75,0,1001,1075,,,0,
view_1,a09_s04_e00,99,99,0,176,274,,,0,
view_1,a09_s04_e01,74,74,0,440,513,,,0,
view_1,a09_s04_e02,73,73,0,719,791,,,0,
view_1,a09_s04_e03,63,63,0,978,1040,,,0,
view_1,a09_s04_e04,139,139,0,1232,1370,,,0,
view_1,a09_s05_e00,86,86,0,95,180,,,0,
view_1,a09_s05_e01,60,60,0,291,350,,,0,
view_1,a09_s05_e02,61,61,0,512,572,,,0,
view_1,a09_s05_e03,96,96,0,645,740,,,0,
view_1,a09_s05_e04,60,60,0,831,890,,,0,
view_1,a09_s05_e05,88,88,0,971,1058,,,0,
view_1,a09_s05_e06,57,57,0,1125,1181,,,0,
view_1,a09_s06_e00,80,80,0,186,265,,,0,
view_1,a09_s06_e01,41,41,0,544,584,,,0,
view_1,a09_s06_e02,31,31,0,836,866,,,0,
view_1,a09_s06_e03,44,44,0,1075,1118,,,0,
view_1,a09_s07_e00,63,63,0,174,236,,,0,
view_1,a09_s07_e01,77,77,0,533,609,,,0,
view_1,a09_s07_e02,141,141,0,869,1009,870,965,68.08510638,
view_1,a09_s07_e03,47,47,0,1226,1272,,,0,
view_1,a09_s08_e00,71,71,0,150,220,,,0,
view_1,a09_s08_e01,84,84,0,537,620,,,0,
view_1,a09_s08_e02,100,100,0,846,945,,,0,
view_1,a09_s08_e03,85,85,0,1186,1270,,,0,
view_1,a09_s08_e04,76,76,0,1461,1536,,,0,
view_1,a09_s09_e00,128,128,0,194,321,,,0,
view_1,a09_s09_e01,179,179,0,607,785,,,0,
view_1,a09_s09_e02,192,192,0,1032,1223,,,0,
view_1,a09_s09_e03,150,150,0,1418,1567,,,0,
view_1,a09_s09_e04,81,81,0,1753,1833,,,0,
view_1,a09_s10_e00,76,76,0,511,586,,,0,
view_1,a09_s10_e01,65,65,0,896,960,,,0,
view_1,a09_s10_e02,45,45,0,1257,1301,1257,1260,8.888888889,
view_1,a09_s10_e03,58,58,0,1461,1518,,,0,
view_1,a09_s10_e04,66,66,0,1759,1824,,,0,
view_1,a11_s01_e00,51,51,0,100,150,,,0,
view_1,a11_s01_e01,31,31,0,200,230,,,0,
view_1,a11_s01_e02,26,26,0,320,345,,,0,
view_1,a11_s01_e03,45,45,0,406,450,,,0,
view_1,a11_s01_e04,21,21,0,510,530,,,0,
view_1,a11_s02_e00,25,25,0,154,178,,,0,
view_1,a11_s02_e01,8,8,0,293,300,,,0,
view_1,a11_s02_e02,35,35,0,401,435,,,0,
view_1,a11_s02_e03,29,29,0,516,544,,,0,
view_1,a11_s02_e04,38,38,0,633,670,,,0,
view_1,a11_s03_e00,41,41,0,50,90,,,0,
view_1,a11_s03_e01,31,31,0,110,140,,,0,
view_1,a11_s03_e02,21,21,0,190,210,,,0,
view_1,a11_s03_e03,36,36,0,270,305,,,0,
view_1,a11_s03_e04,26,26,0,405,430,,,0,
view_1,a11_s04_e00,27,27,0,65,91,,,0,
view_1,a11_s04_e01,26,26,0,139,164,,,0,
view_1,a11_s04_e02,37,37,0,344,380,,,0,
view_1,a11_s04_e03,51,51,0,400,450,,,0,
view_1,a11_s04_e04,51,51,0,470,520,,,0,
view_1,a11_s05_e00,32,32,0,60,91,,,0,
view_1,a11_s05_e01,53,53,0,220,272,,,0,
view_1,a11_s05_e02,20,20,0,640,659,,,0,
view_1,a11_s05_e03,41,41,0,820,860,,,0,
view_1,a11_s05_e04,41,41,0,1550,1590,,,0,
view_1,a11_s06_e00,33,33,0,67,99,,,0,
view_1,a11_s06_e01,18,18,0,164,181,,,0,
view_1,a11_s06_e02,21,21,0,365,385,,,0,
view_1,a11_s06_e03,22,22,0,532,553,,,0,
view_1,a11_s07_e00,26,26,0,102,127,,,0,
view_1,a11_s07_e01,10,10,0,435,444,,,0,
view_1,a11_s07_e02,38,38,0,963,1000,,,0,
view_1,a11_s07_e03,13,13,0,1512,1524,,,0,
view_1,a11_s08_e00,15,15,0,223,237,,,0,
view_1,a11_s08_e01,19,19,0,363,381,,,0,
view_1,a11_s08_e02,32,32,0,525,556,,,0,
view_1,a11_s08_e03,46,46,0,700,745,,,0,
view_1,a11_s08_e04,65,65,0,1032,1096,,,0,
view_1,a11_s08_e05,34,34,0,1220,1253,,,0,
view_1,a11_s09_e00,12,12,0,272,283,,,0,
view_1,a11_s09_e01,26,26,0,509,534,,,0,
view_1,a11_s09_e02,42,42,0,754,795,,,0,
view_1,a11_s09_e03,19,19,0,1045,1063,,,0,
view_1,a11_s10_e00,50,50,0,101,150,,,0,
view_1,a11_s10_e01,38,38,0,421,458,,,0,
view_1,a11_s10_e02,22,22,0,524,545,,,0,
view_1,a11_s10_e03,49,49,0,742,790,,,0,
view_1,a11_s10_e04,55,55,0,851,905,,,0,
view_1,a11_s10_e05,21,21,0,1006,1026,,,0,
view_1,a12_s01_e00,62,62,0,16,77,,,0,
view_1,a12_s01_e01,45,45,0,121,165,,,0,
view_1,a12_s01_e02,58,58,0,209,266,,,0,
view_1,a12_s01_e03,57,57,0,294,350,,,0,
view_1,a12_s01_e04,61,61,0,400,460,,,0,
view_1,a12_s02_e00,38,38,0,132,169,,,0,
view_1,a12_s02_e01,45,45,0,270,314,,,0,
view_1,a12_s02_e02,63,63,0,393,455,,,0,
view_1,a12_s02_e03,77,77,0,523,599,,,0,
view_1,a12_s02_e04,53,53,0,690,742,,,0,
view_1,a12_s03_e00,31,31,0,75,105,,,0,
view_1,a12_s03_e01,54,54,0,280,333,,,0,
view_1,a12_s03_e02,26,26,0,415,440,,,0,
view_1,a12_s03_e03,31,31,0,580,610,,,0,
view_1,a12_s04_e00,65,65,0,50,114,,,0,
